_id,temperature,humidity,light,soil1_raw,soil1_pct,soil2_raw,soil2_pct,soil3_raw,soil3_pct,plant1_type,plant2_type,plant3_type,is_valid,timestamp
69d489d21bcbf6f20b8edf2a,31.9,70.3,280.83,1925,64.3,1646,76.65,1216,87.37,money_plant,snake_plant,cactus,true,2026-04-07T10:06:34.210Z
69d48a0e1bcbf6f20b8edf2b,31.9,70.3,310.83,1934,64.03,1643,76.74,1219,87.28,money_plant,snake_plant,cactus,true,2026-04-07T10:07:34.730Z
69d48a4b1bcbf6f20b8edf2c,32,70.4,360,1930,64.15,1648,76.59,1221,87.22,money_plant,snake_plant,cactus,true,2026-04-07T10:08:35.252Z
69d48a8c1bcbf6f20b8edf2d,32,70.2,398.33,1936,63.97,1645,76.68,1225,87.1,money_plant,snake_plant,cactus,true,2026-04-07T10:09:40.172Z
69d48ac81bcbf6f20b8edf2e,32.1,70.1,501.67,1923,64.36,1634,77.03,1232,86.89,money_plant,snake_plant,cactus,true,2026-04-07T10:10:40.696Z
69d48b051bcbf6f20b8edf2f,32.1,69.9,737.5,1935,64,1633,77.06,1235,86.8,money_plant,snake_plant,cactus,true,2026-04-07T10:11:41.198Z
69d48b411bcbf6f20b8edf30,32.1,69.7,778.33,1927,64.24,1637,76.93,1242,86.59,money_plant,snake_plant,cactus,true,2026-04-07T10:12:41.726Z
69d48b7e1bcbf6f20b8edf31,32.3,69.4,884.17,1927,64.24,1623,77.37,1246,86.46,money_plant,snake_plant,cactus,true,2026-04-07T10:13:42.241Z
69d48bba1bcbf6f20b8edf32,32.3,69,834.17,1932,64.09,1629,77.18,1237,86.74,money_plant,snake_plant,cactus,true,2026-04-07T10:14:42.759Z
69d48bf81bcbf6f20b8edf33,32.4,68.7,717.5,1937,63.94,1535,80.13,1251,86.31,money_plant,snake_plant,cactus,true,2026-04-07T10:15:44.815Z
69d48c371bcbf6f20b8edf34,32.4,68.6,674.17,1931,64.12,1618,77.53,1261,86.01,money_plant,snake_plant,cactus,true,2026-04-07T10:16:47.282Z
69d48c731bcbf6f20b8edf35,32.5,68.5,768.33,1939,63.88,1625,77.31,1249,86.37,money_plant,snake_plant,cactus,true,2026-04-07T10:17:47.801Z
69d48cb11bcbf6f20b8edf36,32.6,68.3,916.67,1941,63.82,1623,77.37,1258,86.1,money_plant,snake_plant,cactus,true,2026-04-07T10:18:49.774Z
69d48cee1bcbf6f20b8edf37,32.7,68.1,1135,1951,63.53,1623,77.37,1263,85.95,money_plant,snake_plant,cactus,true,2026-04-07T10:19:50.287Z
69d48d2a1bcbf6f20b8edf38,32.8,68.1,1338.33,1958,63.32,1623,77.37,1255,86.19,money_plant,snake_plant,cactus,true,2026-04-07T10:20:50.805Z
69d48d671bcbf6f20b8edf39,32.7,67.9,1296.67,1954,63.44,1614,77.65,1261,86.01,money_plant,snake_plant,cactus,true,2026-04-07T10:21:51.317Z
69d48da31bcbf6f20b8edf3a,32.7,68.4,1105,1965,63.11,1616,77.59,1266,85.86,money_plant,snake_plant,cactus,true,2026-04-07T10:22:51.845Z
69d48de01bcbf6f20b8edf3b,32.8,68.5,963.33,1968,63.02,1616,77.59,1271,85.71,money_plant,snake_plant,cactus,true,2026-04-07T10:23:52.358Z
69d48e201bcbf6f20b8edf3c,32.8,68.6,920,1899,65.07,1610,77.78,1271,85.71,money_plant,snake_plant,cactus,true,2026-04-07T10:24:56.143Z
69d48e5c1bcbf6f20b8edf3d,32.8,68.4,851.67,1975,62.81,1616,77.59,1280,85.43,money_plant,snake_plant,cactus,true,2026-04-07T10:25:56.740Z
69d48ea11bcbf6f20b8edf3e,32.9,68.1,1164.17,1983,62.58,1609,77.81,1283,85.34,money_plant,snake_plant,cactus,true,2026-04-07T10:27:05.103Z
69d48edd1bcbf6f20b8edf3f,33,67.6,1419.17,1991,62.34,1611,77.75,1314,84.4,money_plant,snake_plant,cactus,true,2026-04-07T10:28:05.587Z
69d48f201bcbf6f20b8edf40,33.1,67.7,1449.17,2000,62.07,1535,80.13,1291,85.1,money_plant,snake_plant,cactus,true,2026-04-07T10:29:12.056Z
69d48f611bcbf6f20b8edf41,33.1,67.5,1309.17,1997,62.16,1599,78.12,1296,84.95,money_plant,snake_plant,cactus,true,2026-04-07T10:30:17.183Z
69d48f9d1bcbf6f20b8edf42,33.1,67,1176.67,2003,61.99,1570,79.03,1296,84.95,money_plant,snake_plant,cactus,true,2026-04-07T10:31:17.696Z
69d48fde1bcbf6f20b8edf43,33.2,67.1,1241.67,2010,61.78,1565,79.19,1285,85.28,money_plant,snake_plant,cactus,true,2026-04-07T10:32:22.311Z
69d490201bcbf6f20b8edf44,33.2,66.9,1321.67,2021,61.45,1557,79.44,1293,85.04,money_plant,snake_plant,cactus,true,2026-04-07T10:33:28.812Z
69d4905e1bcbf6f20b8edf45,33.2,66.7,1324.17,2015,61.63,1554,79.53,1293,85.04,money_plant,snake_plant,cactus,true,2026-04-07T10:34:30.819Z
69d490a11bcbf6f20b8edf46,33.2,66.9,1369.17,2040,60.89,1535,80.13,1295,84.98,money_plant,snake_plant,cactus,true,2026-04-07T10:35:37.172Z
69d490e21bcbf6f20b8edf47,33.2,66.8,1374.17,2027,61.27,1535,80.13,1294,85.01,money_plant,snake_plant,cactus,true,2026-04-07T10:36:42.199Z
69d4911e1bcbf6f20b8edf48,33.2,66.2,1331.67,2035,61.04,1535,80.13,1299,84.86,money_plant,snake_plant,cactus,true,2026-04-07T10:37:42.730Z
69d4915f1bcbf6f20b8edf49,33.3,65.1,1229.17,2043,60.8,1479,81.88,1305,84.67,money_plant,snake_plant,cactus,true,2026-04-07T10:38:47.648Z
69d491a41bcbf6f20b8edf4a,33.3,65.2,1215,2047,60.68,1525,80.44,1309,84.55,money_plant,snake_plant,cactus,true,2026-04-07T10:39:56.358Z
69d491e01bcbf6f20b8edf4b,33.3,64.9,1261.67,2070,60,1520,80.59,1312,84.46,money_plant,snake_plant,cactus,true,2026-04-07T10:40:56.864Z
69d4921d1bcbf6f20b8edf4c,33.3,64.2,1295.83,2070,60,1520,80.59,1310,84.52,money_plant,snake_plant,cactus,true,2026-04-07T10:41:57.393Z
69d492591bcbf6f20b8edf4d,33.3,64.9,1251.67,2080,59.7,1520,80.59,1313,84.43,money_plant,snake_plant,cactus,true,2026-04-07T10:42:57.908Z
69d492961bcbf6f20b8edf4e,33.3,64.9,1229.17,2087,59.5,1520,80.59,1313,84.43,money_plant,snake_plant,cactus,true,2026-04-07T10:43:58.435Z
69d492d61bcbf6f20b8edf4f,33.3,64.9,1220.83,2107,58.9,1515,80.75,1315,84.37,money_plant,snake_plant,cactus,true,2026-04-07T10:45:02.330Z
69d493181bcbf6f20b8edf50,33.3,64.2,1204.17,2111,58.79,1520,80.59,1321,84.19,money_plant,snake_plant,cactus,true,2026-04-07T10:46:08.282Z
69d493541bcbf6f20b8edf51,33.5,64.7,1208.33,2126,58.34,1511,80.88,1324,84.1,money_plant,snake_plant,cactus,true,2026-04-07T10:47:08.798Z
69d493911bcbf6f20b8edf52,33.4,63.9,1100.83,2131,58.19,1503,81.13,1323,84.13,money_plant,snake_plant,cactus,true,2026-04-07T10:48:09.314Z
69d493d61bcbf6f20b8edf53,33.4,64.1,1126.67,2141,57.9,1504,81.1,1329,83.95,money_plant,snake_plant,cactus,true,2026-04-07T10:49:18.385Z
69d494181bcbf6f20b8edf54,33.4,64.1,1121.67,2160,57.33,1492,81.47,1330,83.92,money_plant,snake_plant,cactus,true,2026-04-07T10:50:24.114Z
69d494571bcbf6f20b8edf55,33.4,64.1,1050.83,2188,56.5,1488,81.6,1328,83.98,money_plant,snake_plant,cactus,true,2026-04-07T10:51:27.666Z
69d494981bcbf6f20b8edf56,33.4,64.3,1032.5,2182,56.68,1491,81.5,1332,83.85,money_plant,snake_plant,cactus,true,2026-04-07T10:52:32.485Z
69d494d71bcbf6f20b8edf57,33.5,63.6,947.5,2192,56.39,1488,81.6,1333,83.82,money_plant,snake_plant,cactus,true,2026-04-07T10:53:35.773Z
69d495151bcbf6f20b8edf58,33.5,64.3,946.67,2212,55.79,1476,81.97,1335,83.76,money_plant,snake_plant,cactus,true,2026-04-07T10:54:37.000Z
69d495521bcbf6f20b8edf59,33.5,64,935.83,2224,55.44,1474,82.03,1341,83.58,money_plant,snake_plant,cactus,true,2026-04-07T10:55:38.440Z
69d495961bcbf6f20b8edf5a,33.5,63.8,953.33,2249,54.7,1475,82,1343,83.52,money_plant,snake_plant,cactus,true,2026-04-07T10:56:46.444Z
69d495d21bcbf6f20b8edf5b,33.5,64.2,963.33,2259,54.4,1469,82.19,1346,83.43,money_plant,snake_plant,cactus,true,2026-04-07T10:57:46.963Z
69d4960f1bcbf6f20b8edf5c,33.5,64.3,928.33,2270,54.07,1471,82.13,1347,83.4,money_plant,snake_plant,cactus,true,2026-04-07T10:58:47.481Z
69d4964b1bcbf6f20b8edf5d,33.4,64.4,882.5,2287,53.57,1463,82.38,1349,83.34,money_plant,snake_plant,cactus,true,2026-04-07T10:59:47.996Z
69d496881bcbf6f20b8edf5e,33.4,64.5,842.5,2291,53.45,1473,82.07,1344,83.49,money_plant,snake_plant,cactus,true,2026-04-07T11:00:48.531Z
69d496c81bcbf6f20b8edf5f,33.4,64.7,667.5,2309,52.92,1472,82.1,1386,82.22,money_plant,snake_plant,cactus,true,2026-04-07T11:01:52.213Z
69d497041bcbf6f20b8edf60,33.4,64.8,698.33,2321,52.56,1464,82.35,1354,83.19,money_plant,snake_plant,cactus,true,2026-04-07T11:02:52.931Z
69d497411bcbf6f20b8edf61,33.4,64.9,755,2329,52.33,1463,82.38,1355,83.16,money_plant,snake_plant,cactus,true,2026-04-07T11:03:53.455Z
69d497801bcbf6f20b8edf62,33.3,64.9,737.5,2343,51.91,1463,82.38,1358,83.07,money_plant,snake_plant,cactus,true,2026-04-07T11:04:56.034Z
69d497bc1bcbf6f20b8edf63,33.3,65,782.5,2352,51.64,1462,82.41,1360,83,money_plant,snake_plant,cactus,true,2026-04-07T11:05:56.546Z
69d497f91bcbf6f20b8edf64,33.2,63.6,875.83,2366,51.23,1467,82.25,1362,82.94,money_plant,snake_plant,cactus,true,2026-04-07T11:06:57.164Z
69d4983a1bcbf6f20b8edf65,33.2,65,896.67,2375,50.96,1458,82.54,1360,83,money_plant,snake_plant,cactus,true,2026-04-07T11:08:02.598Z
69d4987c1bcbf6f20b8edf66,33.2,64.6,1020.83,2378,50.87,1463,82.38,1363,82.91,money_plant,snake_plant,cactus,true,2026-04-07T11:09:08.541Z
69d498b91bcbf6f20b8edf67,33.2,64.1,994.17,2396,50.34,1465,82.32,1371,82.67,money_plant,snake_plant,cactus,true,2026-04-07T11:10:09.259Z
69d498f51bcbf6f20b8edf68,33.3,63.8,988.33,2397,50.31,1461,82.44,1370,82.7,money_plant,snake_plant,cactus,true,2026-04-07T11:11:09.784Z
69d499321bcbf6f20b8edf69,33.4,64.3,992.5,2411,49.9,1459,82.5,1370,82.7,money_plant,snake_plant,cactus,true,2026-04-07T11:12:10.309Z
69d499741bcbf6f20b8edf6a,33.5,63.8,1041.67,2416,49.75,1463,82.38,1376,82.52,money_plant,snake_plant,cactus,true,2026-04-07T11:13:16.254Z
69d499b01bcbf6f20b8edf6b,33.4,63.6,1067.5,2423,49.54,1458,82.54,1387,82.19,money_plant,snake_plant,cactus,true,2026-04-07T11:14:16.773Z
69d499ee1bcbf6f20b8edf6c,33.5,62.6,1093.33,2427,49.42,1456,82.6,1391,82.06,money_plant,snake_plant,cactus,true,2026-04-07T11:15:18.375Z
69d49a301bcbf6f20b8edf6d,33.6,63.2,1139.17,2433,49.24,1459,82.5,1383,82.31,money_plant,snake_plant,cactus,true,2026-04-07T11:16:24.598Z
69d49a6c1bcbf6f20b8edf6e,33.6,63.4,1080,2446,48.86,1454,82.66,1375,82.55,money_plant,snake_plant,cactus,true,2026-04-07T11:17:24.777Z
69d49aa91bcbf6f20b8edf6f,33.7,63.3,971.67,2448,48.8,1456,82.6,1377,82.49,money_plant,snake_plant,cactus,true,2026-04-07T11:18:25.296Z
69d49ae51bcbf6f20b8edf70,33.7,63.3,965.83,2443,48.95,1425,83.57,1395,81.94,money_plant,snake_plant,cactus,true,2026-04-07T11:19:25.811Z
69d49b221bcbf6f20b8edf71,33.7,63,1015,2461,48.41,1421,83.69,1395,81.94,money_plant,snake_plant,cactus,true,2026-04-07T11:20:26.339Z
69d49b621bcbf6f20b8edf72,33.8,62.9,1031.67,2467,48.24,1417,83.82,1397,81.88,money_plant,snake_plant,cactus,true,2026-04-07T11:21:30.238Z
69d49b9e1bcbf6f20b8edf73,33.8,62.4,859.17,2428,49.39,1411,84.01,1394,81.97,money_plant,snake_plant,cactus,true,2026-04-07T11:22:30.749Z
69d49bdb1bcbf6f20b8edf74,33.8,63.1,925.83,2473,48.06,1423,83.63,1404,81.67,money_plant,snake_plant,cactus,true,2026-04-07T11:23:31.267Z
69d49c191bcbf6f20b8edf75,33.8,62.4,975,2451,48.71,1410,84.04,1401,81.76,money_plant,snake_plant,cactus,true,2026-04-07T11:24:33.656Z
69d49c561bcbf6f20b8edf76,33.8,62.6,900.83,2489,47.59,1412,83.97,1403,81.7,money_plant,snake_plant,cactus,true,2026-04-07T11:25:34.262Z
69d49c921bcbf6f20b8edf77,33.8,63,870.83,2487,47.64,1413,83.94,1392,82.03,money_plant,snake_plant,cactus,true,2026-04-07T11:26:34.773Z
69d49ccf1bcbf6f20b8edf78,33.7,63.2,836.67,2491,47.53,1405,84.19,1410,81.49,money_plant,snake_plant,cactus,true,2026-04-07T11:27:35.289Z
69d49d0d1bcbf6f20b8edf79,33.7,63.2,795,2498,47.32,1414,83.91,1405,81.64,money_plant,snake_plant,cactus,true,2026-04-07T11:28:37.240Z
69d49d491bcbf6f20b8edf7a,33.6,63.2,809.17,2505,47.11,1415,83.88,1407,81.58,money_plant,snake_plant,cactus,true,2026-04-07T11:29:37.764Z
69d49d861bcbf6f20b8edf7b,33.6,63.4,785,2503,47.17,1408,84.1,1410,81.49,money_plant,snake_plant,cactus,true,2026-04-07T11:30:38.280Z
69d49dc21bcbf6f20b8edf7c,33.5,63.1,802.5,2512,46.9,1410,84.04,1427,80.97,money_plant,snake_plant,cactus,true,2026-04-07T11:31:38.845Z
69d49e031bcbf6f20b8edf7d,33.5,62.8,821.67,2515,46.81,1415,83.88,1466,79.79,money_plant,snake_plant,cactus,true,2026-04-07T11:32:43.418Z
69d49e441bcbf6f20b8edf7e,33.5,62.5,808.33,2513,46.87,1393,84.57,1419,81.21,money_plant,snake_plant,cactus,true,2026-04-07T11:33:48.853Z
69d49e841bcbf6f20b8edf7f,33.4,63.4,795,2522,46.61,1392,84.6,1421,81.15,money_plant,snake_plant,cactus,true,2026-04-07T11:34:52.873Z
69d49ec21bcbf6f20b8edf80,33.4,63.1,908.33,2535,46.22,1392,84.6,1421,81.15,money_plant,snake_plant,cactus,true,2026-04-07T11:35:54.094Z
69d49efe1bcbf6f20b8edf81,33.5,63.3,886.67,2531,46.34,1407,84.13,1424,81.06,money_plant,snake_plant,cactus,true,2026-04-07T11:36:54.610Z
69d49f3c1bcbf6f20b8edf82,33.5,62.7,803.33,2541,46.04,1395,84.51,1426,81,money_plant,snake_plant,cactus,true,2026-04-07T11:37:56.666Z
69d49f7e1bcbf6f20b8edf83,33.4,63.5,802.5,2544,45.96,1393,84.57,1427,80.97,money_plant,snake_plant,cactus,true,2026-04-07T11:39:02.400Z
69d49fbb1bcbf6f20b8edf84,33.4,63.6,843.33,2543,45.99,1392,84.6,1424,81.06,money_plant,snake_plant,cactus,true,2026-04-07T11:40:03.542Z
69d49ff81bcbf6f20b8edf85,33.5,63.6,910.83,2550,45.78,1392,84.6,1426,81,money_plant,snake_plant,cactus,true,2026-04-07T11:41:04.055Z
69d4a0341bcbf6f20b8edf86,33.5,63.2,909.17,2556,45.6,1394,84.54,1427,80.97,money_plant,snake_plant,cactus,true,2026-04-07T11:42:04.586Z
69d4a0711bcbf6f20b8edf87,33.6,63.1,935,2550,45.78,1394,84.54,1439,80.61,money_plant,snake_plant,cactus,true,2026-04-07T11:43:05.101Z
69d4a0b11bcbf6f20b8edf88,33.7,63.1,955.83,2555,45.63,1392,84.6,1435,80.73,money_plant,snake_plant,cactus,true,2026-04-07T11:44:09.297Z
69d4a0ed1bcbf6f20b8edf89,33.6,62.9,900,2559,45.51,1389,84.69,1436,80.7,money_plant,snake_plant,cactus,true,2026-04-07T11:45:09.815Z
69d4a12a1bcbf6f20b8edf8a,33.7,62.8,920,2559,45.51,1392,84.6,1446,80.39,money_plant,snake_plant,cactus,true,2026-04-07T11:46:10.340Z
69d4a16a1bcbf6f20b8edf8b,33.7,62.9,894.17,2559,45.51,1392,84.6,1440,80.58,money_plant,snake_plant,cactus,true,2026-04-07T11:47:14.468Z
69d4a1a91bcbf6f20b8edf8c,33.8,62.9,890,2559,45.51,1389,84.69,1443,80.49,money_plant,snake_plant,cactus,true,2026-04-07T11:48:17.533Z
69d4a1e61bcbf6f20b8edf8d,33.8,62.5,813.33,2559,45.51,1395,84.51,1447,80.36,money_plant,snake_plant,cactus,true,2026-04-07T11:49:18.066Z
69d4a2221bcbf6f20b8edf8e,33.8,62.6,769.17,2581,44.86,1399,84.38,1455,80.12,money_plant,snake_plant,cactus,true,2026-04-07T11:50:18.570Z
69d4a2651bcbf6f20b8edf8f,33.7,62.9,755,2586,44.71,1391,84.63,1457,80.06,money_plant,snake_plant,cactus,true,2026-04-07T11:51:25.425Z
69d4a31c1bcbf6f20b8edf90,33.7,63.2,792.5,2589,44.62,1408,84.1,1470,79.67,money_plant,snake_plant,cactus,true,2026-04-07T11:54:28.632Z
69d4a3591bcbf6f20b8edf91,33.7,63.2,810,2593,44.5,1392,84.6,1471,79.64,money_plant,snake_plant,cactus,true,2026-04-07T11:55:29.149Z
69d4a3951bcbf6f20b8edf92,33.8,62.9,803.33,2599,44.33,1404,84.23,1474,79.54,money_plant,snake_plant,cactus,true,2026-04-07T11:56:29.660Z
69d4a3d21bcbf6f20b8edf93,33.9,62.7,741.67,2602,44.24,1398,84.41,1467,79.76,money_plant,snake_plant,cactus,true,2026-04-07T11:57:30.174Z
69d4a40e1bcbf6f20b8edf94,33.9,62.6,752.5,2078,59.76,1407,84.13,1472,79.61,money_plant,snake_plant,cactus,true,2026-04-07T11:58:30.696Z
69d4a44b1bcbf6f20b8edf95,33.8,62.9,765,2138,57.99,1429,83.44,1479,79.39,money_plant,snake_plant,cactus,true,2026-04-07T11:59:31.210Z
69d4a4871bcbf6f20b8edf96,33.8,63.1,770.83,2175,56.89,1415,83.88,1488,79.12,money_plant,snake_plant,cactus,true,2026-04-07T12:00:31.743Z
69d4a4c41bcbf6f20b8edf97,33.8,63.3,880.83,2218,55.61,1445,82.94,1485,79.21,money_plant,snake_plant,cactus,true,2026-04-07T12:01:32.257Z
69d4a5001bcbf6f20b8edf98,33.9,61.9,860,2258,54.43,1401,84.32,1478,79.42,money_plant,snake_plant,cactus,true,2026-04-07T12:02:32.774Z
69d4a53d1bcbf6f20b8edf99,33.9,61.5,860.83,2279,53.81,1405,84.19,1486,79.18,money_plant,snake_plant,cactus,true,2026-04-07T12:03:33.301Z
69d4a5791bcbf6f20b8edf9a,34,61.6,865,2288,53.54,1403,84.26,1488,79.12,money_plant,snake_plant,cactus,true,2026-04-07T12:04:33.721Z
69d4a5b61bcbf6f20b8edf9b,34,61.8,786.67,2301,53.16,1395,84.51,1495,78.91,money_plant,snake_plant,cactus,true,2026-04-07T12:05:34.239Z
69d4a5f21bcbf6f20b8edf9c,34,61.7,730,2300,53.19,1399,84.38,1499,78.79,money_plant,snake_plant,cactus,true,2026-04-07T12:06:34.749Z
69d4a62f1bcbf6f20b8edf9d,34,61.6,739.17,2315,52.74,1398,84.41,1494,78.94,money_plant,snake_plant,cactus,true,2026-04-07T12:07:35.273Z
69d4a66b1bcbf6f20b8edf9e,34.1,61.4,804.17,2319,52.62,1408,84.1,1501,78.73,money_plant,snake_plant,cactus,true,2026-04-07T12:08:35.786Z
69d4a6a81bcbf6f20b8edf9f,34.1,61.5,760.83,2320,52.59,1374,85.16,1506,78.57,money_plant,snake_plant,cactus,true,2026-04-07T12:09:36.315Z
69d4a6e41bcbf6f20b8edfa0,34.1,61.6,846.67,2340,52,1403,84.26,1508,78.51,money_plant,snake_plant,cactus,true,2026-04-07T12:10:36.824Z
69d4a7211bcbf6f20b8edfa1,34.1,61.6,803.33,2335,52.15,1403,84.26,1501,78.73,money_plant,snake_plant,cactus,true,2026-04-07T12:11:37.349Z
69d4a75d1bcbf6f20b8edfa2,34.2,61.6,856.67,2337,52.09,1406,84.16,1514,78.33,money_plant,snake_plant,cactus,true,2026-04-07T12:12:37.871Z
69d4a79a1bcbf6f20b8edfa3,34.2,61.6,855,2340,52,1409,84.07,1520,78.15,money_plant,snake_plant,cactus,true,2026-04-07T12:13:38.386Z
69d4a7d61bcbf6f20b8edfa4,34.3,61.5,835.83,2352,51.64,1420,83.72,1526,77.97,money_plant,snake_plant,cactus,true,2026-04-07T12:14:38.897Z
69d4a8131bcbf6f20b8edfa5,34.3,61.5,702.5,2318,52.65,1410,84.04,1524,78.03,money_plant,snake_plant,cactus,true,2026-04-07T12:15:39.426Z
69d4a84f1bcbf6f20b8edfa6,34.2,61.5,663.33,2352,51.64,1408,84.1,1534,77.72,money_plant,snake_plant,cactus,true,2026-04-07T12:16:39.831Z
69d4a88c1bcbf6f20b8edfa7,34.2,61.9,660,2427,49.42,1405,84.19,1533,77.75,money_plant,snake_plant,cactus,true,2026-04-07T12:17:40.359Z
69d4a8c81bcbf6f20b8edfa8,34.2,61.9,762.5,2319,52.62,1406,84.16,1535,77.69,money_plant,snake_plant,cactus,true,2026-04-07T12:18:40.881Z
69d4a9051bcbf6f20b8edfa9,34.2,61.3,752.5,2354,51.59,1402,84.29,1535,77.69,money_plant,snake_plant,cactus,true,2026-04-07T12:19:41.398Z
